#Frame                com          pep          pro         bind
     16.0900       2.6601       2.2202       2.6170       2.0875
     16.1000       2.6178       2.1625       2.5696       2.0234
     16.1100       2.5759       2.1845       2.5272       1.9718
     16.1200       2.6391       2.1578       2.6031       2.0128
     16.1300       2.6152       2.1309       2.5642       1.9829
     16.1400       2.5388       2.0656       2.4994       1.9876
     16.1500       2.4244       2.1944       2.3532       1.9976
     16.1600       2.4980       2.0881       2.4456       1.9711
     16.1700       2.5907       2.0961       2.5408       2.0693
     16.1800       2.6053       2.2042       2.5459       2.0655
     16.1900       2.6118       2.2357       2.5582       2.1597
     16.2000       2.5224       2.3449       2.4504       2.1014
     16.2100       2.7130       2.1379       2.6623       2.1809
     16.2200       2.4371       2.1212       2.3796       2.0355
     16.2300       2.4790       2.1845       2.4175       2.0433
     16.2400       2.4829       2.0718       2.4415       1.9844
     16.2500       2.5757       2.1827       2.5134       2.1301
     16.2600       2.4799       2.2237       2.4073       2.1298
     16.2700       2.4483       2.1983       2.3889       2.0477
     16.2800       2.4739       2.1280       2.4272       2.0568
     16.2900       2.4607       2.2635       2.3768       2.0952
     16.3000       2.4282       2.2680       2.3600       2.0294
     16.3100       2.3509       2.2176       2.2807       2.0195
     16.3200       2.3920       2.3078       2.3019       2.1111
     16.3300       2.5041       2.2474       2.4320       2.1224
     16.3400       2.4172       2.3176       2.3474       2.0750
     16.3500       2.4649       2.5007       2.3737       2.1547
     16.3600       2.5250       2.3601       2.4593       2.1316
     16.3700       2.5201       2.4301       2.4482       2.1396
     16.3800       2.5258       2.3773       2.4557       2.0985
     16.3900       2.5535       2.3937       2.4839       2.1288
     16.4000       2.6088       2.3466       2.5534       2.1184
     16.4100       2.6697       2.3748       2.6185       2.2036
     16.4200       2.5982       2.5351       2.5246       2.2011
     16.4300       2.5896       2.4792       2.5215       2.2368
     16.4400       2.4643       2.3778       2.4020       2.0887
     16.4500       2.5078       2.5376       2.4013       2.2012
     16.4600       2.5723       2.5593       2.4993       2.1811
     16.4700       2.6989       2.5604       2.6312       2.2150
     16.4800       2.6895       2.6152       2.6164       2.2508
     16.4900       2.6401       2.5899       2.5776       2.1883
     16.5000       2.6089       2.5483       2.5293       2.1602
     16.5100       2.6094       2.2825       2.5450       2.0902
     16.5200       2.5648       2.4602       2.4926       2.1175
     16.5300       2.5998       2.3906       2.5352       2.1478
     16.5400       2.5693       2.4812       2.4980       2.1772
     16.5500       2.4906       2.4320       2.4199       2.1243
     16.5600       2.5517       2.3247       2.4854       2.1139
     16.5700       2.3990       2.3895       2.3314       2.0911
     16.5800       2.4480       2.2243       2.3829       2.0272
     16.5900       2.3410       2.3198       2.2612       2.0465
     16.6000       2.4035       2.3756       2.3297       2.1181
     16.6100       2.4387       2.2111       2.3739       2.0764
     16.6200       2.4466       2.1327       2.3872       2.0367
     16.6300       2.5589       2.1647       2.5093       2.0413
     16.6400       2.5281       2.1173       2.4901       2.0086
     16.6500       2.3738       2.0966       2.3220       1.9679
     16.6600       2.4896       2.0525       2.4597       2.0293
     16.6700       2.5060       1.9708       2.4720       1.9822
     16.6800       2.5520       2.0633       2.5098       2.0424
     16.6900       2.4176       2.0070       2.3784       1.9745
     16.7000       2.4090       1.9327       2.3811       1.9470
     16.7100       2.4012       1.9739       2.3606       1.9193
     16.7200       2.4066       1.9407       2.3711       1.9064
     16.7300       2.5070       2.1413       2.4668       2.0550
     16.7400       2.4345       2.1154       2.3753       1.9486
     16.7500       2.5102       2.1568       2.4610       2.1081
     16.7600       2.5826       2.1645       2.5369       2.0296
     16.7700       2.4651       2.1159       2.4269       1.9835
     16.7800       2.5207       2.1661       2.4872       2.0018
     16.7900       2.3950       2.0647       2.3339       2.0130
     16.8000       2.4231       2.1866       2.3657       2.0385
     16.8100       2.4640       2.1535       2.4077       2.0667
     16.8200       2.4612       2.1696       2.4118       2.0570
     16.8300       2.4605       2.0750       2.4197       2.0549
     16.8400       2.5514       2.2081       2.5067       2.0689
     16.8500       2.4921       2.1963       2.4412       2.1246
     16.8600       2.3950       2.1564       2.3213       2.0463
     16.8700       2.3172       2.2044       2.2459       2.0053
     16.8800       2.3073       2.1599       2.2416       2.0230
     16.8900       2.4295       2.2272       2.3532       2.1073
     16.9000       2.5098       2.2399       2.4451       2.0751
     16.9100       2.4636       2.1852       2.4039       2.0517
     16.9200       2.4581       2.1551       2.3966       2.0734
     16.9300       2.5173       2.2102       2.4542       2.0381
     16.9400       2.4809       2.2099       2.4218       2.0175
     16.9500       2.3842       2.2581       2.3158       2.0581
     16.9600       2.4390       2.3040       2.3590       2.0739
     16.9700       2.3967       2.3525       2.3153       2.0936
     16.9800       2.4271       2.2379       2.3771       2.0855
     16.9900       2.4187       2.2739       2.3532       2.0626
     17.0000       2.3834       2.2656       2.3059       2.0748
     17.0100       2.4866       2.2687       2.4252       2.1165
     17.0200       2.4518       2.1167       2.3988       2.0762
     17.0300       2.5202       2.1414       2.4878       2.0503
     17.0400       2.4139       2.2139       2.3624       2.0128
     17.0500       2.5196       2.3156       2.4539       2.1040
     17.0600       2.4130       2.3208       2.3387       2.0529
     17.0700       2.4757       2.3235       2.4035       2.0921
     17.0800       2.4723       2.3394       2.4116       2.0957
     17.0900       2.2778       2.2617       2.2159       1.9789
     17.1000       2.4422       2.2572       2.3879       1.9688
     17.1100       2.4135       2.2568       2.3553       2.0171
     17.1200       2.4550       2.2334       2.4136       2.0263
     17.1300       2.4053       2.2485       2.3432       2.0345
     17.1400       2.4463       2.3796       2.3618       2.1329
     17.1500       2.4326       2.3504       2.3443       2.0814
     17.1600       2.3634       2.2416       2.2887       2.0615
     17.1700       2.2929       2.1802       2.2246       1.9853
     17.1800       2.3149       2.2964       2.2264       2.0787
     17.1900       2.2727       2.2207       2.1985       2.0183
     17.2000       2.3678       2.2827       2.2970       2.0935
     17.2100       2.4004       2.1364       2.3213       2.1561
     17.2200       2.3592       2.3221       2.2658       2.1091
     17.2300       2.3705       2.3827       2.2786       2.0819
     17.2400       2.3111       2.3653       2.2273       2.0852
     17.2500       2.3671       2.4528       2.2671       2.1899
     17.2600       2.2703       2.4922       2.1860       2.0582
     17.2700       2.3153       2.4072       2.2332       2.0602
     17.2800       2.4235       2.5193       2.3171       2.1487
     17.2900       2.3134       2.5902       2.2040       2.0890
     17.3000       2.3212       2.5482       2.2007       2.1036
     17.3100       2.4451       2.5787       2.3461       2.1092
     17.3200       2.3090       2.4697       2.2231       2.0456
     17.3300       2.4347       2.4992       2.3555       2.0813
     17.3400       2.4361       2.4634       2.3589       2.1087
     17.3500       2.5149       2.6557       2.4320       2.2102
     17.3600       2.4285       2.6127       2.3202       2.1314
     17.3700       2.3151       2.4828       2.2241       2.0907
     17.3800       2.2772       2.5187       2.1748       2.0824
     17.3900       2.3175       2.4754       2.2386       2.0692
     17.4000       2.3773       2.4079       2.2954       2.0923
     17.4100       2.3674       2.4768       2.2771       2.1308
     17.4200       2.3541       2.4242       2.2562       2.0963
     17.4300       2.3585       2.4196       2.2597       2.0867
     17.4400       2.2669       2.5033       2.1606       2.0509
     17.4500       2.2652       2.5144       2.1596       2.0656
     17.4600       2.2868       2.4590       2.2009       2.0722
     17.4700       2.2415       2.3726       2.1529       2.0402
     17.4800       2.2630       2.5365       2.1682       2.1353
     17.4900       2.2594       2.5579       2.1682       2.0665
     17.5000       2.3322       2.6508       2.2052       2.1297
     17.5100       2.2457       2.5754       2.1354       2.1196
     17.5200       2.2922       2.5681       2.1759       2.0783
     17.5300       2.3145       2.6143       2.2023       2.1073
     17.5400       2.2527       2.5329       2.1626       2.0842
     17.5500       2.3101       2.5703       2.2116       2.1091
     17.5600       2.3919       2.4275       2.3119       2.0899
     17.5700       2.4388       2.4735       2.3530       2.1280
     17.5800       2.4165       2.4888       2.3403       2.1348
     17.5900       2.3595       2.5129       2.2652       2.1744
     17.6000       2.3624       2.5875       2.2541       2.1778
     17.6100       2.3032       2.5612       2.2044       2.1358
     17.6200       2.2800       2.6166       2.1620       2.1324
     17.6300       2.3774       2.5525       2.2770       2.0997
     17.6400       2.4112       2.5038       2.3231       2.1132
     17.6500       2.3925       2.6534       2.2733       2.1325
     17.6600       2.3698       2.5751       2.2766       2.1335
     17.6700       2.2912       2.5694       2.1763       2.0966
     17.6800       2.3633       2.4528       2.2558       2.1039
     17.6900       2.3308       2.4515       2.2196       2.0614
     17.7000       2.2697       2.4148       2.1756       2.0745
     17.7100       2.2463       2.5239       2.1463       2.0872
     17.7200       2.2254       2.5325       2.1050       2.1121
     17.7300       2.2827       2.4372       2.1658       2.0750
     17.7400       2.2579       2.5473       2.1565       2.1066
     17.7500       2.2231       2.4952       2.1180       2.0369
     17.7600       2.2676       2.5201       2.1595       2.0397
     17.7700       2.2449       2.6730       2.1155       2.1368
     17.7800       2.3466       2.7123       2.2242       2.1241
     17.7900       2.3067       2.7007       2.1920       2.1393
     17.8000       2.2324       2.6935       2.1177       2.0715
     17.8100       2.2091       2.6766       2.0784       2.1248
     17.8200       2.1661       2.6594       2.0420       2.0993
     17.8300       2.0961       2.5604       1.9832       2.0138
     17.8400       2.1766       2.7446       2.0477       2.1164
     17.8500       2.2064       2.5576       2.0938       2.0754
     17.8600       2.2060       2.7157       2.0831       2.1124
     17.8700       2.2049       2.7741       2.0596       2.1365
     17.8800       2.3158       2.7460       2.1883       2.1471
     17.8900       2.2639       2.6914       2.1388       2.1260
     17.9000       2.1746       2.7776       2.0308       2.1546
     17.9100       2.1505       2.6410       2.0237       2.0798
     17.9200       2.1920       2.5822       2.0842       2.0471
     17.9300       2.2279       2.6371       2.0974       2.1170
     17.9400       2.2873       2.5892       2.1778       2.1307
     17.9500       2.2455       2.5216       2.1468       2.0891
     17.9600       2.2424       2.4967       2.1295       2.1160
     17.9700       2.3392       2.5234       2.2472       2.1175
     17.9800       2.2659       2.3453       2.1874       2.0123
     17.9900       2.2642       2.4150       2.1841       1.9886
     18.0000       2.2944       2.4941       2.1929       2.0593
     18.0100       2.3610       2.5208       2.2657       2.0684
     18.0200       2.4331       2.4750       2.3304       2.0863
     18.0300       2.2503       2.4472       2.1533       1.9858
     18.0400       2.2283       2.4409       2.1322       2.0095
     18.0500       2.1752       2.4660       2.0828       1.9431
     18.0600       2.2133       2.3441       2.1428       1.9673
     18.0700       2.2104       2.3419       2.1400       1.9647
     18.0800       2.2127       2.4380       2.1136       2.0036
     18.0900       2.1286       2.3500       2.0555       1.8973
     18.1000       2.0955       2.3911       1.9918       1.9418
     18.1100       2.0678       2.3225       1.9648       1.9641
     18.1200       2.1787       2.2478       2.1051       1.9279
     18.1300       2.1333       2.3475       2.0467       1.8997
     18.1400       2.0790       2.3106       1.9883       1.9238
     18.1500       2.1764       2.3554       2.0767       1.9528
     18.1600       2.0889       2.4218       1.9796       1.9426
     18.1700       2.1654       2.4191       2.0657       1.9844
     18.1800       2.1571       2.3989       2.0583       1.9839
     18.1900       2.0722       2.3659       1.9717       1.9323
     18.2000       2.1638       2.4750       2.0342       2.0400
     18.2100       2.1830       2.5047       2.0811       2.0145
     18.2200       2.1820       2.5781       2.0441       2.0833
     18.2300       2.2436       2.4584       2.1300       2.0575
     18.2400       2.2285       2.4997       2.1078       2.0513
     18.2500       2.1854       2.4591       2.0509       2.0244
     18.2600       2.2187       2.3447       2.1039       1.9859
     18.2700       2.2181       2.5061       2.0863       2.0845
     18.2800       2.3057       2.5091       2.1820       2.1594
     18.2900       2.2363       2.5098       2.0962       2.1141
     18.3000       2.1990       2.3290       2.0814       2.0198
     18.3100       2.2657       2.3403       2.1420       2.0805
     18.3200       2.3280       2.3238       2.1951       2.1226
     18.3300       2.2917       2.3671       2.1712       2.0379
     18.3400       2.2294       2.3267       2.1176       2.0225
     18.3500       2.3175       2.4462       2.2329       2.0913
     18.3600       2.2499       2.3629       2.1654       2.0610
     18.3700       2.2770       2.3603       2.1830       2.0076
     18.3800       2.1556       2.3619       2.0602       2.0065
     18.3900       2.3203       2.3001       2.2423       2.0848
     18.4000       2.3578       2.2824       2.2738       2.0793
     18.4100       2.2754       2.2285       2.1736       2.0245
     18.4200       2.2939       2.1335       2.2205       1.9995
     18.4300       2.2810       2.2002       2.1835       2.0710
     18.4400       2.3034       2.1913       2.2189       2.0288
     18.4500       2.3761       2.2550       2.2828       2.0723
     18.4600       2.4030       2.3509       2.3088       2.0824
     18.4700       2.4130       2.3172       2.3293       2.0989
     18.4800       2.3403       2.3764       2.2401       2.0689
     18.4900       2.2902       2.3230       2.1820       2.0169
     18.5000       2.3523       2.2713       2.2742       2.0771
     18.5100       2.3010       2.1900       2.2178       1.9568
     18.5200       2.3186       2.2902       2.2481       2.0320
     18.5300       2.2704       2.2716       2.1990       2.0125
     18.5400       2.2862       2.3231       2.2000       2.0151
     18.5500       2.3303       2.4135       2.2424       2.0578
     18.5600       2.2967       2.3540       2.2197       2.0551
     18.5700       2.2607       2.3432       2.1711       2.0123
     18.5800       2.2570       2.3541       2.1796       2.0492
     18.5900       2.2191       2.3436       2.1550       2.0052
     18.6000       2.2023       2.3932       2.1223       1.9759
     18.6100       2.3198       2.4094       2.2383       2.0462
     18.6200       2.2055       2.4107       2.1162       1.9949
     18.6300       2.3177       2.4876       2.2479       2.0532
     18.6400       2.3638       2.4965       2.2722       2.1036
     18.6500       2.4085       2.3228       2.3437       1.9705
     18.6600       2.2435       2.3327       2.1774       1.9619
     18.6700       2.2187       2.2721       2.1621       1.9216
     18.6800       2.2664       2.3846       2.2069       2.0350
     18.6900       2.2390       2.2764       2.1820       1.9262
     18.7000       2.2555       2.1709       2.2072       2.0047
     18.7100       2.1809       2.2028       2.1147       1.9318
     18.7200       2.1036       2.2527       2.0504       1.9473
     18.7300       2.1312       2.3664       2.0721       2.0077
     18.7400       2.1772       2.3414       2.1125       1.9725
     18.7500       2.2044       2.3226       2.1302       2.0461
     18.7600       2.2930       2.2961       2.2280       2.0664
     18.7700       2.1884       2.1823       2.1466       1.9436
     18.7800       2.2492       2.0880       2.2174       2.0053
     18.7900       2.2096       2.0464       2.1695       1.8975
     18.8000       2.1901       2.1704       2.1461       2.0086
     18.8100       2.0658       2.1425       2.0178       1.8763
     18.8200       2.0901       2.1223       2.0450       1.8704
     18.8300       2.1316       2.1352       2.0889       1.9109
     18.8400       2.1400       2.2245       2.0725       1.9533
     18.8500       2.1246       2.2779       2.0641       1.9907
     18.8600       2.1246       2.2687       2.0641       2.0070
     18.8700       1.9908       2.3502       1.9115       1.9310
     18.8800       2.1279       2.4214       2.0434       2.0730
     18.8900       2.0991       2.2839       2.0340       1.9494
     18.9000       2.1831       2.2042       2.1087       2.0244
     18.9100       2.1472       2.3868       2.0461       2.0524
     18.9200       2.1099       2.3361       2.0281       1.9656
     18.9300       2.0950       2.3599       2.0061       1.9975
     18.9400       2.1054       2.2452       2.0311       1.9481
     18.9500       2.0950       2.3066       2.0066       1.9667
     18.9600       2.1802       2.4052       2.0978       2.0086
     18.9700       2.2119       2.3960       2.1187       2.0865
     18.9800       2.1463       2.1913       2.0658       1.9793
     18.9900       2.1866       2.4264       2.0847       2.0578
     19.0000       2.1105       2.2060       2.0262       2.0225
     19.0100       2.0032       2.2381       1.9064       1.9608
     19.0200       2.0576       2.2231       1.9882       1.9939
     19.0300       2.0391       2.3600       1.9506       1.9865
     19.0400       2.1358       2.4692       2.0368       2.1090
     19.0500       2.1780       2.4470       2.0745       2.1332
     19.0600       2.1137       2.3705       2.0229       2.0547
     19.0700       2.1860       2.3547       2.1065       2.0562
     19.0800       2.0768       2.2602       1.9731       2.0305
     19.0900       2.2274       2.2034       2.1585       2.0800
     19.1000       2.2384       2.4577       2.1474       2.1822
     19.1100       2.2577       2.3787       2.1888       2.1160
     19.1200       2.1280       2.3320       2.0242       2.0353
     19.1300       2.1849       2.3300       2.1012       2.0659
     19.1400       2.2394       2.2342       2.1642       2.0903
     19.1500       2.2373       2.3906       2.1423       2.0848
     19.1600       2.2316       2.4982       2.1256       2.1095
     19.1700       2.2406       2.4391       2.1534       2.0159
     19.1800       2.1977       2.3849       2.1142       2.0334
     19.1900       2.2326       2.4973       2.1503       2.1240
     19.2000       2.1746       2.5442       2.0705       2.1282
     19.2100       2.1683       2.4798       2.0630       2.0845
     19.2200       2.1688       2.4317       2.0639       2.0819
     19.2300       2.1805       2.5219       2.0787       2.1299
     19.2400       2.0481       2.6258       1.9229       2.1254
     19.2500       2.1462       2.4277       2.0570       2.0601
     19.2600       2.2470       2.5164       2.1643       2.1114
     19.2700       2.2085       2.5338       2.1223       2.0633
     19.2800       2.2559       2.4493       2.1952       2.0334
     19.2900       2.2487       2.5517       2.1721       2.0796
     19.3000       2.2424       2.4378       2.1552       2.0344
     19.3100       2.2048       2.4670       2.1221       2.0400
     19.3200       2.2190       2.4839       2.1172       2.0873
     19.3300       2.1741       2.6385       2.0435       2.1654
     19.3400       2.2028       2.4892       2.0952       2.0553
     19.3500       2.2061       2.4667       2.1081       2.0200
     19.3600       2.2804       2.4121       2.1935       2.0375
     19.3700       2.3313       2.5709       2.2140       2.1734
     19.3800       2.3093       2.3602       2.2258       2.0871
     19.3900       2.3248       2.3095       2.2539       2.0426
     19.4000       2.3477       2.3681       2.2612       2.1137
     19.4100       2.2886       2.4556       2.2025       2.0446
     19.4200       2.3291       2.5655       2.2252       2.1560
     19.4300       2.2088       2.5101       2.1042       2.0711
     19.4400       2.2998       2.5470       2.1980       2.1325
     19.4500       2.3559       2.5155       2.2449       2.2323
     19.4600       2.2941       2.5639       2.1930       2.1421
     19.4700       2.3010       2.5918       2.1930       2.1896
     19.4800       2.3210       2.5783       2.2154       2.1915
     19.4900       2.3441       2.6200       2.2461       2.1844
     19.5000       2.2954       2.6083       2.1829       2.1922
     19.5100       2.2716       2.6755       2.1412       2.2126
     19.5200       2.2806       2.5322       2.1718       2.1648
     19.5300       2.2131       2.5574       2.1016       2.1314
     19.5400       2.2544       2.5612       2.1475       2.1726
     19.5500       2.2227       2.6634       2.1044       2.1852
     19.5600       2.2216       2.7053       2.0963       2.2286
     19.5700       2.2289       2.5547       2.1250       2.1803
     19.5800       2.2918       2.7967       2.1631       2.2676
     19.5900       2.2146       2.6183       2.0836       2.1974
     19.6000       2.2610       2.7615       2.1447       2.2286
     19.6100       2.3672       2.8534       2.2422       2.2658
     19.6200       2.3478       2.5536       2.2557       2.1449
     19.6300       2.3403       2.5666       2.2498       2.1434
     19.6400       2.2848       2.5469       2.1932       2.1385
     19.6500       2.2503       2.4989       2.1675       2.1011
     19.6600       2.3122       2.6127       2.2164       2.1671
     19.6700       2.1597       2.4842       2.0711       2.0129
     19.6800       2.2708       2.5651       2.1766       2.1514
     19.6900       2.2826       2.7286       2.1835       2.1975
     19.7000       2.1759       2.6990       2.0543       2.1387
     19.7100       2.1658       2.6666       2.0641       2.0724
     19.7200       2.1951       2.5770       2.0971       2.0957
     19.7300       2.3218       2.6273       2.2174       2.1867
     19.7400       2.2304       2.7298       2.1147       2.1577
     19.7500       2.2226       2.7720       2.1072       2.1666
     19.7600       2.2184       2.7648       2.1179       2.1354
     19.7700       2.2297       2.7707       2.1170       2.1271
     19.7800       2.1825       2.7207       2.0595       2.1145
     19.7900       2.1303       2.6307       2.0201       2.0490
     19.8000       2.1094       2.5603       2.0126       1.9996
     19.8100       2.1546       2.7735       2.0310       2.1573
     19.8200       2.1912       2.8127       2.0762       2.1368
     19.8300       2.2195       2.7491       2.1089       2.1084
     19.8400       2.2909       2.8947       2.1610       2.2359
     19.8500       2.1341       2.8632       1.9906       2.1624
     19.8600       2.2763       2.8520       2.1361       2.2817
     19.8700       2.2347       2.8421       2.0987       2.2465
     19.8800       2.1741       2.8846       2.0208       2.2110
     19.8900       2.3574       2.9134       2.2300       2.3054
     19.9000       2.2539       2.8442       2.1320       2.2264
     19.9100       2.2655       2.8323       2.1281       2.1664
     19.9200       2.2570       2.7673       2.1264       2.2223
     19.9300       2.4031       2.6894       2.2941       2.2241
     19.9400       2.3149       2.6706       2.2079       2.1496
     19.9500       2.2269       2.4601       2.1456       2.0830
     19.9600       2.2446       2.6274       2.1485       2.1252
     19.9700       2.1916       2.5986       2.0887       2.1142
     19.9800       2.3361       2.6244       2.2362       2.1856
     19.9900       2.2690       2.5414       2.1809       2.1486
     20.0000       2.2706       2.5540       2.1801       2.1449
